$CASNumber$,$IngredientName$,$categoryCAS$,$syn_code$,$bgSource$,$prospectCAS$,$curatedCAS$,$recog_syn$,$prospect_CAS_fromIng$,$alt_CAS$,$bgCAS$,$first_date$,$change_date$,$change_comment$
$Proprietary$,$alkylbenezene sulfonate$,$proprietary$,$conflicting_matches$,$neither$,$$,$proprietary$,$$,$non_spec$,$['42615-29-2', 'non_spec']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenezene sulfonate #2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenze sulfonate$,$proprietary$,$conflicting_matches$,$neither$,$$,$proprietary$,$$,$non_spec$,$['42615-29-2', 'non_spec']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzen sulfonate$,$proprietary$,$conflicting_matches$,$neither$,$$,$proprietary$,$$,$non_spec$,$['42615-29-2', 'non_spec']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene derivatives$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene slufonate, compd. with 2-propanamiine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate$,$proprietary$,$perfect$,$ING_only$,$$,$proprietary$,$$,$42615-29-2$,$['non_spec']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate #1$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate #2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate 2$,$proprietary$,$conflicting_matches$,$neither$,$$,$proprietary$,$$,$non_spec$,$['42615-29-2', 'non_spec']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate alkylbenzene sulfonate #2 alkylbenzene sulfonate$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate com. 2 propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate comp, 2 propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate comp. 2 propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compd$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compd w/ 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compd.$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compd. #2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compd. with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compd. with triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compd.#2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compound w/ 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compound w/ 2-propanamine alkylbenzene sulfonate compound w/ 2-propanamine akylbenzene sulfonate compound w/ 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compound w/ 2-propanaminealkylbenzene sulfonate compound w/ 2-propanamineakylbenzene sulfonate compound w/ 2-propanamine$,$proprietary$,$$,$neither$,$$,$proprietary$,$$,$$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate compount w/ 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate w/ 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate w/ triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate with propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, #2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, cmpd, with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, cmpd. with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, comd. with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compad. with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd #2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd with 2-propanamine alkylbenzene sulfonate, compd with 2-propanamine alkylbenzene sulfonate, compd with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd with 2-propanaminealkylbenzene sulfonate, compd with 2-propanaminealkylbenzene sulfonate, compd with 2-propanamine$,$proprietary$,$$,$neither$,$$,$proprietary$,$$,$$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd with 2-propananmine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd with triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd, with 2-propamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd, with 2-propanoanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd, with 2-propoanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd, with tiethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd, with triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd.$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd. #2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd. with 2 propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd. with 2-propamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd. with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd. with 2-propanoanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd. with triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd. wuth triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd.#2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd.with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd.with triethananolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compd.with triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compdwith triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate, compound with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate,compd #2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate,compd. with triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate,compd.with 2-propanamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonate,compd.with triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfonatealkylbenzene sulfonate #2alkylbenzene sulfonate$,$proprietary$,$$,$neither$,$$,$proprietary$,$$,$$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfontae$,$proprietary$,$conflicting_matches$,$neither$,$$,$proprietary$,$$,$non_spec$,$['42615-29-2', 'non_spec']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfronate, cmpd, with triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sulfronate, cmpd. with triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene sullfonate$,$proprietary$,$conflicting_matches$,$neither$,$$,$proprietary$,$$,$non_spec$,$['42615-29-2', 'non_spec']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzene, compd. with triethanolamine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzense sulfonate$,$proprietary$,$conflicting_matches$,$neither$,$$,$proprietary$,$$,$non_spec$,$['42615-29-2', 'non_spec']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzne sulfonate$,$proprietary$,$conflicting_matches$,$neither$,$$,$proprietary$,$$,$non_spec$,$['42615-29-2', 'non_spec']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylbenzne sulfonate #2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylene oxide black polymer$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylene oxide block plymer$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylene oxide block polymer$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylenen oxide block polymer$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkyloxylated alcohols$,$proprietary$,$close_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkyloxypolyethyleneoxyethanol$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylphen ether$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylphenol$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylphenyl ether$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylsulfonic acid$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkylsulfonic acid salt$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alkyoxylated amine$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$allcoxylated alcohol$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alloy component 1$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alloy component 2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$almino alkyl phosphonic acid$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alochol ethoxylate surfactants$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alochol ethoxylates$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$aloxy alcohol$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$aloxy alcohol sulfate salt$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alphiatic polyol$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$aluminum oxide$,$proprietary$,$perfect$,$neither$,$$,$proprietary$,$$,$non_spec$,$['1344-28-1']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alyklbenzene sulfonate #2$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alylarysulfonic acid$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alylbenzene sulfonate$,$proprietary$,$conflicting_matches$,$neither$,$$,$proprietary$,$$,$non_spec$,$['42615-29-2', 'non_spec']$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alyphatic aryl acid$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$alyphatic hydrocarbon$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amide$,$proprietary$,$perfect$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amides$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amides, from diethylenetriamone, alkenoic acid and tall oil fatty acids$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine$,$proprietary$,$perfect$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine chloride$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine compound$,$proprietary$,$perfect$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine derivative$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine oxides$,$proprietary$,$perfect$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phophate 1$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phophate 5$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phophate 5, potassium salt$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phophonate$,$proprietary$,$close_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phoshonate$,$proprietary$,$close_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phoshonate 5$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphate$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphate 1$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphate 5$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphate 5, potassium salt$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphates$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate$,$proprietary$,$perfect$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate 1$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate 5$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate 5,$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate 5, postassium salt$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate 5, potassium$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate 5, potassium salt$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate 7$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate 7, ammonium salt$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate 7, ethanolamine salt$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate 7,ethanolamine salt$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate a$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate b$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonate, potassium salt$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosphonates$,$proprietary$,$close_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosponate$,$proprietary$,$close_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine phosyhonate$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine polymer$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine salt$,$proprietary$,$perfect$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine salt - ts$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine salt of phosphonic acid$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine salt of sulfonate$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine salts$,$proprietary$,$close_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine sulfate$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine sulfonate$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine surfactant$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine triphoshate$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
$Proprietary$,$amine triphosphate$,$proprietary$,$no_match$,$neither$,$$,$proprietary$,$$,$non_spec$,$unk$,$proprietary$,$d:2021-10-07$,$$,$$
